Elapsed Time (s),Gyroscope X,Gyroscope Y,Gyroscope Z,Acceleration X,Acceleration Y,Acceleration Z
0.0,-0.2441406100988388,-0.0610351525247097,-0.1831054538488388,-0.0406494140625,-0.0042724609375,1.0078125
0.11989569664001465,0.1831054538488388,-0.2441406100988388,-0.30517578125,-0.04150390625,-0.0037841796875,1.0084228515625
0.2322554588317871,0.0,-0.1831054538488388,-0.1220703050494194,-0.0416259765625,-0.004638671875,1.007080078125
0.3525049686431885,-0.1220703050494194,-0.3662109076976776,-0.1220703050494194,-0.0406494140625,-0.001708984375,1.005126953125
0.4650745391845703,-0.0610351525247097,-0.30517578125,-0.30517578125,-0.0426025390625,-0.00537109375,1.0078125
0.5852267742156982,-0.3662109076976776,-0.0610351525247097,-0.1831054538488388,-0.042724609375,-0.001953125,1.006103515625
0.7052412033081055,0.0,0.3662109076976776,0.0610351525247097,-0.0455322265625,0.0,0.999267578125
0.8257882595062256,-1.0986328125,2.868652105331421,0.1220703050494194,-0.03076171875,0.0032958984375,1.0048828125
0.9744648933410645,-1.3427733182907104,1.3427733182907104,0.0,-0.03173828125,0.0006103515625,1.0081787109375
1.0801806449890137,0.0610351525247097,0.9155272841453552,-0.4882812201976776,-0.02978515625,0.0003662109375,1.0198974609375
1.2891223430633545,-0.30517578125,4.57763671875,-2.13623046875,-0.01025390625,0.0133056640625,0.996826171875
1.3436994552612305,18.24951171875,9.82666015625,-1.6479490995407104,-0.0123291015625,-0.0074462890625,1.029052734375
1.5004777908325195,59.631343841552734,7.934569835662842,-29.113767623901367,-0.0089111328125,-0.1534423828125,1.0660400390625
1.5520555973052979,41.320796966552734,-11.535643577575684,-19.95849609375,0.088623046875,-0.2021484375,1.059814453125
1.6574478149414062,6.469726085662842,-12.451170921325684,-18.4326171875,-0.025146484375,-0.2264404296875,0.8917236328125
1.8145501613616943,-27.221677780151367,-14.709471702575684,-28.686521530151367,0.0,-0.1761474609375,0.9268798828125
1.9198923110961914,-33.87451171875,6.469726085662842,-7.202147960662842,-0.0096435546875,-0.065185546875,0.8927001953125
2.0263211727142334,-47.668453216552734,18.73779296875,3.356933355331421,-0.0645751953125,-0.003173828125,0.9176025390625
2.18239426612854,-52.185054779052734,13.732909202575684,13.549803733825684,-0.1148681640625,-0.056640625,0.90576171875
2.286591053009033,-14.404295921325684,12.207030296325684,15.014647483825684,-0.01220703125,-0.111083984375,0.9127197265625
2.3922808170318604,-9.033203125,23.742673873901367,1.7089842557907104,-0.0059814453125,-0.08837890625,1.1392822265625
2.498046398162842,-3.540038824081421,0.4272460639476776,-4.150390625,0.05419921875,0.0469970703125,0.9798583984375
