Elapsed Time (s),Gyroscope X,Gyroscope Y,Gyroscope Z,Acceleration X,Acceleration Y,Acceleration Z
0,-0.305175781,-0.061035153,-0.183105454,-0.134277344,0.076049805,1.001342773
0.11843586,0.061035153,-0.549316406,-0.183105454,-0.137695313,0.068481445,0.993896484
0.232302189,0.305175781,-0.610351563,-0.183105454,-0.136474609,0.070068359,0.995483398
0.345130682,0.24414061,0.122070305,0,-0.135131836,0.06640625,0.988769531
0.464994192,-1.708984256,0.793456972,-0.122070305,-0.138671875,0.060058594,0.975463867
0.584677219,-4.39453125,2.075195313,-1.098632813,-0.138916016,0.073974609,0.989257813
0.703979015,-12.7563467,5.798339367,-3.723144293,-0.128295898,0.091308594,1.007446289
0.869369745,-47.973629,12.57324123,-16.84570313,-0.146362305,-0.010620117,0.922851563
0.974487782,-160.8276215,-1.892089725,-57.67821884,-0.359130859,0.468994141,1.887817383
1.080039024,12.69531155,-13.06152248,16.66259766,-0.084838867,0.089477539,0.593017578
1.236950636,-37.96386719,-19.28710938,5.371093273,-0.010864258,0.383789063,0.811279297
1.342716455,29.05273247,-17.15087891,29.66308403,-0.024047852,0.729614258,1.096313477
1.446792841,31.00585747,5.737304211,29.90722466,-0.079223633,0.612060547,1.036621094
1.552237749,-4.333496094,-23.86474419,4.455566406,-0.078735352,0.561767578,1.099975586
1.657583237,-29.8461895,-65.06347656,-17.578125,-0.45300293,0.463989258,1.117431641
1.814671755,145.8740234,12.14599514,35.58349609,-0.050415039,-0.110229492,0.979736328
1.919109106,2.929687262,1.037597656,-0.183105454,-0.116333008,0.041381836,0.95690918
2.024023056,-0.915527284,0.122070305,0.122070305,-0.132324219,0.070068359,0.961425781
2.181759119,1.037597656,-1.6479491,1.037597656,-0.121948242,0.080810547,0.972290039
2.287130833,-1.953124881,2.319335938,1.281738162,-0.136962891,0.084960938,0.971679688
2.392377615,-13.00048733,3.173827887,-8.117675781,-0.093017578,0.126953125,0.994018555
2.498026609,-4.516601563,3.051757574,-2.563476324,-0.098876953,0.140136719,1
2.707634211,-2.868652105,3.662109137,-1.342773318,-0.093505859,0.126220703,0.981567383
2.759319067,-4.333496094,5.126952648,-1.831054568,-0.074707031,0.130371094,0.986816406
2.864819765,-6.713866711,4.211425781,-2.62451148,-0.056274414,0.172241211,1.013793945
2.969959021,2.62451148,-0.732421815,0.671386659,-0.05065918,0.200439453,1.033325195
3.127852201,10.86425686,-4.211425781,4.760742188,-0.102661133,0.078979492,0.92956543
3.284630537,18.61572266,-7.934569836,3.723144293,-0.09387207,0.104370117,0.978149414
3.337104321,2.685546637,0.366210908,-5.310058117,-0.084472656,0.092651367,0.991088867
3.441613197,-46.26464462,1.403808475,-10.68115139,-0.058105469,0.213623047,1.036376953
3.599219799,-134.3994141,17.578125,-23.49853325,-0.077636719,0.072875977,0.898071289
3.704843521,-223.5107269,59.87548447,-37.90283203,0.072509766,0.551391602,0.689208984
3.861794949,71.04492188,-36.1328125,15.19775295,0.079956055,0.154418945,0.944702148
3.967827559,126.8310471,-61.95067978,-17.76123047,-0.112915039,0.59375,0.708496094
4.071539879,65.97900391,-44.18944931,23.80370903,-0.029907227,0.80847168,0.893066406
4.176417112,11.16943264,-2.380371094,2.563476324,-0.061035156,0.593994141,0.848266602
4.282023191,19.34814453,-9.216308594,24.65820122,0.064086914,0.704223633,1.069091797
4.440196991,-24.16991997,-1.586913943,-7.629394054,-0.293823242,0.493530273,0.892089844
4.596616507,-5.981444836,8.361816406,10.86425686,-0.138427734,0.37109375,1.021606445
4.649760723,54.62646103,39.00146484,18.92089844,-0.034057617,0.389770508,1.342407227
4.755391836,71.89941406,-4.8828125,17.51708984,-0.165161133,-0.135620117,0.766601563
4.912062407,-8.728027344,4.516601563,-0.854492128,-0.113647461,0.130859375,1.025024414
5.017921925,-1.464843631,0,0.183105454,-0.113891602,0.123535156,1.017578125
5.122712612,-3.60107398,1.770019412,-0.183105454,-0.117675781,0.120727539,1.00390625
5.227308989,0,0.793456972,1.525878787,-0.122802734,0.117553711,0.996948242
5.384898901,-3.051757574,0.915527284,-2.258300781,-0.127929688,0.104614258,0.979492188
5.489326239,-0.24414061,-0.366210908,-0.183105454,-0.028198242,-0.009277344,1.008544922
