Elapsed Time (s),Gyroscope X,Gyroscope Y,Gyroscope Z,Acceleration X,Acceleration Y,Acceleration Z
0,0.305175781,-0.24414061,0,-0.146728516,0.213745117,0.974243164
0.105993509,0.061035153,-0.061035153,-0.183105454,-0.146118164,0.212524414,0.973876953
0.226315498,0.366210908,-0.305175781,-0.061035153,-0.147705078,0.213500977,0.974609375
0.361525297,-1.403808475,0,2.258300781,-0.150512695,0.217285156,0.978393555
0.465995789,2.44140625,-1.708984256,-0.793456972,-0.151367188,0.209106445,0.975097656
0.585279465,-1.892089725,1.953124881,-1.831054568,-0.149169922,0.217529297,0.985961914
0.705871105,6.835937023,-2.746581793,-3.60107398,-0.122192383,0.193847656,1.002075195
0.825929403,-96.06932831,54.87060165,-81.54296112,0.317016602,1.349731445,1.104248047
0.945801735,-263.7939453,100.8300705,-82.33641815,-0.024902344,0.696289063,1.314697266
1.065275431,-140.6860352,42.35839462,-7.629394054,-0.271972656,-0.222045898,0.762817383
1.185480833,77.45361328,-33.56933594,4.8828125,-0.180175781,-0.095458984,0.631347656
1.305003643,198.7304535,-82.51952362,67.26074219,0.182495117,0.497436523,1.151245117
1.425672531,223.0834808,-76.04980469,125.9765549,-0.119506836,1.485839844,1.23815918
1.545240641,42.23632431,-18.98193359,-0.122070305,-0.16027832,0.597167969,0.190307617
1.66590476,-17.15087891,4.638671875,0.24414061,-0.243408203,0.198486328,0.966552734
1.784712553,-7.080077648,3.723144293,-1.281738162,-0.144042969,0.227172852,0.993286133
1.905147314,0,0.305175781,-0.427246064,-0.141357422,0.223876953,0.980712891
2.025360346,1.037597656,-0.793456972,0,-0.14465332,0.219604492,0.978515625
2.145696878,1.220703125,-1.159667969,-0.061035153,-0.146240234,0.212280273,0.97277832
2.266027927,-1.525878787,1.403808475,-0.915527284,-0.145141602,0.218017578,0.977783203
2.392927885,-0.915527284,0.732421815,-0.427246064,-0.144287109,0.219726563,0.976806641
2.507033825,-0.061035153,-0.122070305,-0.305175781,-0.146850586,0.217163086,0.971679688
2.685632944,-0.671386659,-0.061035153,0.061035153,-0.146362305,0.21862793,0.974121094
2.74530077,0.48828122,0.061035153,-2.014160156,-0.143310547,0.221435547,0.977905273
2.865940094,5.126952648,-3.356933355,-2.258300781,-0.161254883,0.235961914,1.003173828
