Elapsed Time (s),Gyroscope X,Gyroscope Y,Gyroscope Z,Acceleration X,Acceleration Y,Acceleration Z
0.0,0.30517578125,0.1220703050494194,-0.30517578125,-0.0390625,0.031005859375,1.0074462890625
0.11899065971374512,0.0610351525247097,-0.0610351525247097,-0.30517578125,-0.0399169921875,0.03076171875,1.00634765625
0.23110675811767578,0.0610351525247097,-0.0610351525247097,-0.30517578125,-0.0386962890625,0.0308837890625,1.0057373046875
0.3589940071105957,0.3662109076976776,0.0,-0.2441406100988388,-0.0399169921875,0.03076171875,1.0052490234375
0.46476125717163086,0.0,-0.0610351525247097,-0.2441406100988388,-0.03857421875,0.029296875,1.0069580078125
0.5838298797607422,0.0610351525247097,0.0610351525247097,-0.2441406100988388,-0.0390625,0.0296630859375,1.00634765625
0.6970467567443848,-1.5869139432907104,0.4882812201976776,0.30517578125,-0.040771484375,0.034423828125,1.003173828125
0.8310549259185791,-1.15966796875,0.9155272841453552,0.0,-0.0352783203125,0.0357666015625,1.0067138671875
0.9744088649749756,-0.1831054538488388,0.30517578125,-0.1220703050494194,-0.0330810546875,0.03271484375,1.0106201171875
1.0788297653198242,-0.4272460639476776,0.6103515625,0.1220703050494194,-0.036376953125,0.03662109375,1.0089111328125
1.184239149093628,1.4038084745407104,3.295898199081421,-0.8544921278953552,-0.029541015625,0.0419921875,1.0059814453125
1.3416428565979004,-14.282225608825684,2.929687261581421,0.0610351525247097,-0.0196533203125,0.0457763671875,1.01513671875
1.4981341361999512,24.475095748901367,15.014647483825684,-15.808104515075684,0.0166015625,-0.0230712890625,1.02197265625
1.551457166671753,54.443355560302734,-25.390623092651367,-27.954099655151367,0.016357421875,-0.111083984375,1.1680908203125
1.6569788455963135,65.12451171875,-24.841306686401367,-45.288082122802734,0.04345703125,-0.1453857421875,1.1173095703125
1.8148705959320068,29.174802780151367,-17.333984375,-12.268065452575684,-0.0257568359375,-0.102294921875,0.972412109375
1.919071912765503,-21.423337936401367,-16.78466796875,5.676269054412842,-0.01318359375,-0.0706787109375,0.943603515625
2.0240862369537354,-55.664058685302734,9.46044921875,13.916014671325684,-0.1053466796875,0.001220703125,0.898681640625
2.181426525115967,-67.93212890625,29.602048873901367,22.338865280151367,-0.0704345703125,-0.0352783203125,0.920654296875
2.286985158920288,-47.058101654052734,18.98193359375,17.4560546875,0.0191650390625,-0.0985107421875,1.203857421875
2.3909661769866943,-7.629394054412842,26.611326217651367,39.55078125,-0.1624755859375,-0.225341796875,1.2279052734375
2.4961681365966797,13.122557640075684,-5.432128429412842,-1.2817381620407104,0.025390625,0.00048828125,0.9786376953125
2.601318359375,4.21142578125,0.6103515625,-0.30517578125,0.022216796875,0.1229248046875,0.9625244140625
2.7583773136138916,-4.57763671875,-9.33837890625,-8.60595703125,0.0184326171875,0.0880126953125,1.007568359375
2.864060640335083,-0.9155272841453552,-1.4648436307907104,0.2441406100988388,-0.0091552734375,0.0919189453125,0.986328125
3.0206451416015625,2.197265625,-2.50244140625,-0.54931640625,-0.00927734375,0.0789794921875,1.0062255859375
3.126676082611084,6.408690929412842,-3.601073980331421,1.15966796875,-0.00537109375,0.0789794921875,0.9918212890625
3.2318780422210693,15.136717796325684,-6.164550304412842,0.0,-0.021484375,0.06396484375,0.977783203125
3.3368234634399414,10.314940452575684,-1.8920897245407104,-2.746581792831421,-0.0433349609375,0.0101318359375,1.0140380859375
3.441415548324585,4.57763671875,0.30517578125,-1.8310545682907104,-0.0428466796875,-0.0010986328125,1.006103515625
3.6510658264160156,3.356933355331421,1.8920897245407104,-0.7934569716453552,-0.04833984375,-0.0111083984375,1.0087890625
3.7034640312194824,-5.554198741912842,2.685546636581421,-0.30517578125,-0.0423583984375,-0.0018310546875,1.01611328125
3.8608205318450928,-1.9531248807907104,3.051757574081421,1.0986328125,-0.02783203125,0.00634765625,1.009033203125
3.9647462368011475,0.4272460639476776,3.662109136581421,1.15966796875,-0.0174560546875,0.005615234375,1.003662109375
4.070878028869629,2.3193359375,3.723144292831421,-0.1831054538488388,0.000732421875,-0.0054931640625,0.9981689453125
4.176532745361328,-0.4882812201976776,-2.44140625,0.4272460639476776,-0.024169921875,0.0003662109375,1.0037841796875
4.281137943267822,1.8310545682907104,0.1220703050494194,0.0610351525247097,-0.0279541015625,-0.004638671875,1.0155029296875
4.387112379074097,-0.30517578125,-0.3662109076976776,0.1220703050494194,-0.0242919921875,-0.0059814453125,1.0115966796875
4.544141054153442,1.0986328125,1.6479490995407104,-0.2441406100988388,-0.0216064453125,0.00244140625,1.0035400390625
4.649411916732788,0.6103515625,-0.30517578125,0.0,-0.023193359375,-0.0059814453125,1.0108642578125
4.753233432769775,-0.6103515625,-2.38037109375,0.1831054538488388,-0.0242919921875,-0.002685546875,1.008544921875
4.858865737915039,-1.2817381620407104,-0.7934569716453552,0.0,-0.029296875,-0.0003662109375,1.0078125
5.018856763839722,-1.8920897245407104,-0.7324218153953552,-0.0610351525247097,-0.0316162109375,0.0079345703125,1.005859375
5.121302604675293,-1.0986328125,0.3662109076976776,0.0610351525247097,-0.030029296875,0.0096435546875,1.0001220703125
5.226573705673218,-0.1831054538488388,1.03759765625,-0.54931640625,-0.02587890625,0.0040283203125,1.0111083984375
5.435681581497192,0.9155272841453552,1.03759765625,-0.54931640625,-0.0263671875,0.013427734375,1.0018310546875
5.4891197681427,1.03759765625,0.4272460639476776,-0.1220703050494194,-0.0228271484375,0.002197265625,1.0064697265625
5.594180107116699,1.6479490995407104,1.2817381620407104,-0.1831054538488388,-0.0250244140625,0.002685546875,1.0098876953125
5.698899030685425,5.065917491912842,6.042479991912842,-0.54931640625,-0.0263671875,0.01611328125,0.99658203125
5.803737163543701,-1.6479490995407104,15.197752952575684,5.859374523162842,0.0379638671875,-0.0177001953125,0.9346923828125
6.06497597694397,161.74314880371094,29.418943405151367,-54.809566497802734,0.1356201171875,-0.5416259765625,1.382568359375
6.06743597984314,72.08251953125,-18.1884765625,-42.968746185302734,-0.0618896484375,-0.630859375,1.0811767578125
6.276201009750366,117.98094940185547,-49.194332122802734,-20.874021530151367,-0.39892578125,-0.5816650390625,1.28271484375
6.329007625579834,36.0107421875,-77.33154296875,-25.817869186401367,0.3382568359375,-0.1707763671875,1.2159423828125
6.4336230754852295,-52.856441497802734,-20.01953125,43.518062591552734,-0.294921875,-0.19091796875,0.79833984375
6.53876256942749,-120.11717987060547,12.817381858825684,2.563476324081421,-0.034912109375,-0.2601318359375,0.7337646484375
6.643805503845215,-146.240234375,43.945308685302734,-23.071287155151367,-0.1845703125,-0.303466796875,0.7857666015625
